Campaign,Ad group,Asset type,Text,Pin,Final URL
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Vai Alugar Direto?,1,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Antes De Assinar,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Revise Pontos Do Aluguel,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Contrato E Caucao,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Analise Em Ate 24h,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Evite Fechar No Impulso,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Organize Antes De Pagar,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Headline,Imovel Explicado,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Description,Antes de assinar ou pagar caucao, organize contrato, vistoria, multa e prazo.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Description,Envie seu caso e receba uma leitura objetiva dos pontos de atencao.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,aluguel_direto,Description,Para aluguel direto com proprietario ou inquilino. Comece pela triagem.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Headline,Analisar Contrato,1,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Headline,Contrato De Aluguel,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Headline,Entenda Antes De Assinar,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Headline,Pontos De Atencao,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Headline,Triagem Pelo WhatsApp,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Description,Recebeu contrato de aluguel? Confira multa, caucao, reajuste, vistoria e prazos.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,revisao_contrato_aluguel,Description,Leitura objetiva para decidir com mais clareza antes de assinar.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,caucao_vistoria_multa,Headline,Caucao E Vistoria,1,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,caucao_vistoria_multa,Headline,Veja Antes De Pagar,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,caucao_vistoria_multa,Headline,Multa Prazo E Chaves,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,caucao_vistoria_multa,Description,Antes de pagar caucao, confira se contrato, recibo, vistoria e prazo fazem sentido.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,caucao_vistoria_multa,Description,Organize os pontos mais importantes do aluguel direto antes da entrega das chaves.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,proprietario_sem_imobiliaria,Headline,Alugar Sem Imobiliaria,1,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,proprietario_sem_imobiliaria,Headline,Contrato Com Inquilino,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,proprietario_sem_imobiliaria,Headline,Organize O Aluguel,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,proprietario_sem_imobiliaria,Description,Vai alugar direto? Organize contrato, caucao, vistoria e entrega das chaves.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606
GS_BR_ALUGUEL_DIRETO_INTENCAO_202606,proprietario_sem_imobiliaria,Description,Para proprietario que quer fechar com mais clareza e menos improviso.,,https://imovelexplicado.com.br/aluguel-direto?utm_source=google&utm_medium=cpc&utm_campaign=gs_aluguel_direto_202606

